gene_id	gene_short_name	E12.5_DFL_WT_RNAseq_rep1	E12.5_DFL_WT_RNAseq_rep2	E12.5_DFL_WT_RNAseq_rep3	E12.5_DFL_DelCBS1_RNAseq_rep1	E12.5_DFL_DelCBS1_RNAseq_rep2	E12.5_DFL_DelCBS1_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000025579	Gaa	869.314052496839	983.883994314647	799.819872818829	1062.12939899446	1222.19581126702	1241.10805123692	1029.74186352145	-0.41208050906962	0.0992623913155311	-4.15142637214649	3.30409563176417e-05	0.0200272775211424
ENSMUSG00000021469	Msx2	1598.44869281611	1830.91584189638	1974.95385452303	2305.04678079649	2188.92076412193	2334.19404131715	2038.74666257852	-0.336819534665798	0.0815624468914898	-4.12959085342181	3.6340937518531e-05	0.0202827857525301
ENSMUSG00000017446	C1qtnf1	41.3478841674831	107.822903486537	47.3697418981539	161.579259634263	160.636979153068	138.533467492806	109.548372638719	-1.23346406021882	0.29983804083567	-4.11376774201521	3.89253086742938e-05	0.0208561803876866
ENSMUSG00000073609	D2hgdh	100.848497969471	75.6833841780497	103.849049545953	133.331137320581	176.120061481075	246.703435261162	139.422594292715	-0.989576328879676	0.242579696914303	-4.0793864509991	4.51547189144546e-05	0.0232633638407354
ENSMUSG00000025375	Aatk	531.471584299112	444.769476881963	509.224725405154	336.717617979094	318.370880369636	383.33918402119	420.648911492692	0.516267700723428	0.127049052027087	4.06353052215894	4.83359984264707e-05	0.0239800258860213
ENSMUSG00000032328	Tmem30a	1040.75649904494	1144.58159085708	1039.40145203449	903.939914037838	791.572584019337	808.428180163501	954.780036692865	0.365911328218959	0.0905969715957102	4.03889138647858	5.37044241520133e-05	0.0256918129112935
ENSMUSG00000032280	Tle3	4467.58846004756	4891.42748701423	4754.28236473971	5715.16010650423	5320.37416496127	5600.16798042838	5124.83342728256	-0.237064477874365	0.0588451089068859	-4.02861821956156	5.61056455303904e-05	0.0259150042027441
ENSMUSG00000054793	Cadm4	385.241262243379	264.373465279489	313.369061787787	480.218079332601	460.621699258196	481.071698759266	397.482544443453	-0.561851279207847	0.140439984519316	-4.00065039262784	6.31686255442072e-05	0.0282047913054885
ENSMUSG00000002908	Kcnn1	163.374566710543	156.550561792952	161.239313768716	228.244828294554	268.050862803614	252.396591459497	204.976120804979	-0.639181004206934	0.160634622510959	-3.97909861657207	6.91770441330179e-05	0.0290279106176288
ENSMUSG00000070732	Rbm44	0	1.03675868737054	0.910956574964498	13.5590987105676	8.70923380950371	39.8520933883416	10.678023528458	-4.9894836817022	1.25410620192056	-3.97851766785078	6.93462590342755e-05	0.0290279106176288
ENSMUSG00000037573	Tob1	420.538236532694	450.990029006187	442.724895432746	335.587693086547	296.113949523126	307.430434710064	375.564206381894	0.486473298117909	0.122515158556419	3.97071924690761	7.1655980066096e-05	0.029085813726829
ENSMUSG00000027236	Eif3j1	175.476386466879	62.2055212422327	119.335311320349	55.3663197348176	49.352324920521	37.0055152891743	83.123563162329	1.33723240296535	0.339606594769185	3.93759256611081	8.23031864214978e-05	0.0324250347681166
