gene_id	gene_short_name	E12.5_PFL_WT_RNAseq_rep1	E12.5_PFL_WT_RNAseq_rep2	E12.5_PFL_WT_RNAseq_rep3	E12.5_PFL_DelCBS1_RNAseq_rep1	E12.5_PFL_DelCBS1_RNAseq_rep2	E12.5_PFL_DelCBS1_RNAseq_rep3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000026200	Glb1l	147.129952849937	173.280729014538	134.519937739815	221.826642312781	218.435046641828	329.400178196095	204.098747792499	-0.752395899784987	0.192234755363015	-3.91394312835974	9.08010304608819e-05	0.0538173759670757
ENSMUSG00000089774	Slc5a3	382.098683520733	463.832254432856	461.756382028869	320.823656237494	294.586714278428	307.12756828248	371.70420979681	0.504988742449449	0.129713129847743	3.89311970994921	9.8963286528391e-05	0.0562111467481261
ENSMUSG00000069662	Marcks	8861.83469740182	10811.6673042707	10354.2190375193	8899.64822402807	7927.78939922084	7019.38885066981	8979.09125218509	0.332364376332653	0.0863052216284416	3.85103438774002	0.000117619980134496	0.0641358227677378
ENSMUSG00000057173	Rfx8	15.3717861186502	14.00248315269	14.3106316744484	40.3321167841421	58.1157463542478	35.167278810971	29.5500071491916	-1.61779285292606	0.429036059390702	-3.77076196164859	0.000162749859044256	0.0853310030188959
ENSMUSG00000063632	Sox11	5502.001445754	5841.66094026285	6425.47362182735	4649.19309839019	5394.74445467707	4180.21720799742	5332.21512815148	0.320822170484136	0.0860344198099619	3.72899789633948	0.000192242756775652	0.0970612318653956
ENSMUSG00000022698	Naa50	2057.6233704536	2228.14513167179	2291.60915213501	1902.94260099725	1810.60609762286	1717.33544860242	2001.37696691382	0.276033386882471	0.0747415845602796	3.69317012084281	0.000221475753178771	0.100638582244434
ENSMUSG00000073609	D2hgdh	64.7810986428829	101.518002857002	82.047621600171	141.162408744497	125.249453349672	196.936761341437	118.615891089277	-0.889072187490681	0.240270193303128	-3.70030162821326	0.000215343358468832	0.100638582244434
ENSMUSG00000078578	Ube2d3	1887.43573842569	2385.67306713955	2195.25089886039	1842.44442582103	1713.41252182351	1511.02074624472	1922.53956638582	0.352107643687554	0.0949329393066534	3.70901445019175	0.000208067554546747	0.100638582244434
ENSMUSG00000038241	Cep250	2177.30370523452	1888.58491521906	2625.52389120547	2689.41887828802	2994.96492849736	2854.41079682381	2538.36785254471	-0.351866482282462	0.0976378075913613	-3.60379335590073	0.000313606421915904	0.137905894953471
ENSMUSG00000074925	Ptar1	703.808207289626	1011.67940778185	882.488953257653	608.648307833417	590.175424183654	708.034546727549	750.805807845625	0.449703547809668	0.125106685618313	3.59456047921903	0.000324939659757483	0.138424295056688
ENSMUSG00000043243	Fam129c	59.2911750290792	102.393158054045	119.255263953737	165.911662225675	167.333269675162	167.630695665628	130.302537433888	-0.826723439310252	0.231721410236626	-3.56774731547693	0.000360063476552603	0.148738948859548
ENSMUSG00000025375	Aatk	622.557337805332	543.47137736378	591.506109210535	461.069425964169	422.842154508492	454.830139288558	516.046090690144	0.391276386191599	0.11029223800958	3.54763302706407	0.000388709400966281	0.155849604528598
ENSMUSG00000041144	Dnah7b	29.6455875145396	35.8813630787681	45.794021358235	77.9143165148199	64.127720115032	96.123895416654	58.2478173330081	-1.08936817077665	0.309390096712375	-3.52101823022922	0.000429893060466237	0.167437205722164
ENSMUSG00000002985	Apoe	716.984023962754	594.230378792281	532.355498289482	903.806071571911	736.466785696071	817.053111041559	716.815978225676	-0.417107635827373	0.119362366332195	-3.49446520410404	0.000475012524416988	0.176252825580981
ENSMUSG00000025545	Clybl	149.325922295459	101.518002857002	108.760800725808	197.077388831603	185.369190957514	191.075548206276	155.521142312277	-0.680291204842242	0.194782085873754	-3.49257582795969	0.00047838575018312	0.176252825580981
ENSMUSG00000022105	Rb1	610.479505854964	673.869501723205	585.781856540756	516.067767033454	440.878075790845	477.102749202173	550.696576024233	0.383090274816084	0.111555734556289	3.43407065840065	0.000594589181054715	0.213301045161523
ENSMUSG00000025579	Gaa	1250.60459922447	1676.79735753462	1281.27855591895	1951.52446894178	1688.36263115358	1757.19169792152	1600.95988511582	-0.357856221770488	0.104579047405433	-3.42187302952901	0.000621913487980568	0.217382683798746
ENSMUSG00000006732	Mettl1	364.530927956561	468.208030418071	412.146192224115	568.316191049274	542.07963409738	542.748336315985	483.004885343565	-0.406632359081301	0.119324384142751	-3.40778929640095	0.000654914444636342	0.217751066080064
ENSMUSG00000063626	Unc5d	467.741491896069	399.945925048708	336.776865405353	309.823988023637	237.472963550978	291.888414131059	340.608274675967	0.519345927318655	0.152388681387088	3.408034787042	0.000654325524527714	0.217751066080064
ENSMUSG00000073650	Catip	8.78387778208581	7.87639677338811	11.4485053395587	25.6658924989995	36.0718425647055	29.3060656758091	19.8587634390911	-1.6958141381395	0.514904568854582	-3.29345327409288	0.000989647892996459	0.321211430412565
ENSMUSG00000032221	Mns1	335.983325164782	361.43909637881	382.570886763588	508.734654890883	457.912001446401	452.485654034493	416.520936446493	-0.394163725439963	0.120172932507715	-3.27997093201215	0.0010381778257893	0.329126514445577
ENSMUSG00000094483	Purb	2435.33011508329	2586.95876245947	2477.64736390284	2213.68322803871	2032.04713114508	2174.51007314504	2320.02944562907	0.224602020285941	0.0687012656152486	3.2692559339997	0.001078307188943	0.334079172719795
ENSMUSG00000022899	Slc15a2	242.654623730121	519.842187043615	7.63233689303916	19.2494193742496	8.015965014379	11.7224262703237	134.852826387621	4.30248170764664	1.32009748263593	3.25921514451763	0.00111720910096921	0.338439876986938
ENSMUSG00000018846	Pank3	1833.63448701041	1972.5998141352	1950.06207617151	1720.53143645079	1587.16107284704	1557.91045132601	1770.31655632349	0.242200233402135	0.0747019010076773	3.24222315811272	0.00118601113870089	0.351471822668924
ENSMUSG00000019818	Cd164	3239.05493214414	3799.92386556124	3582.42812917026	3244.90212308779	2933.84319526272	2671.54094700676	3245.28219870549	0.262869174991396	0.0821856998451353	3.19847826917246	0.00138154944915177	0.392596655448834
ENSMUSG00000031517	Gpm6a	47.2133430787112	40.2571390639837	47.7021055814948	17.4161413386068	22.0439037895423	16.4113967784531	31.840671605132	1.27027717697296	0.397172064794561	3.19830443671818	0.00138238258960857	0.392596655448834
ENSMUSG00000017721	Pigt	1569.02016882508	1723.18058297791	1138.17223917447	1233.79611798762	1102.19518947711	1067.91303322649	1305.71288861145	0.379676081161473	0.120543346882458	3.14970581936552	0.00163434942103293	0.399795989589891
ENSMUSG00000020268	Lyrm7	26.3516333462574	57.7602430048462	39.1157265768257	75.1643994613557	80.15965014379	91.4349249085245	61.6644295735999	-0.986854755038774	0.313747744555242	-3.14537641198889	0.00165873261232167	0.399795989589891
ENSMUSG00000020319	Wdpcp	163.599723691348	184.657746576099	205.119054000428	116.413155263319	130.259431483659	123.085475838398	153.855764475542	0.584161343879471	0.185702260697147	3.14568784292914	0.0016569675250871	0.399795989589891
ENSMUSG00000021136	Smoc1	502.877003024413	472.583806403287	502.780192828955	602.231834708667	702.39893438496	576.743372499924	559.935857308368	-0.349432864339764	0.111533253414375	-3.13299266041786	0.0017303376896863	0.399795989589891
